index,variable,value,Selected
160,Men are taken more seriously,Men are taken more seriously,True
161,Men are taken more seriously,Not selected,False
163,Men are taken more seriously,Men are taken more seriously,True
164,Men are taken more seriously,Men are taken more seriously,True
166,Men are taken more seriously,Not selected,False
168,Men are taken more seriously,Men are taken more seriously,True
171,Men are taken more seriously,Not selected,False
174,Men are taken more seriously,Not selected,False
176,Men are taken more seriously,Not selected,False
177,Men are taken more seriously,Not selected,False
178,Men are taken more seriously,Men are taken more seriously,True
179,Men are taken more seriously,Not selected,False
180,Men are taken more seriously,Men are taken more seriously,True
181,Men are taken more seriously,Not selected,False
182,Men are taken more seriously,Men are taken more seriously,True
183,Men are taken more seriously,Not selected,False
184,Men are taken more seriously,Not selected,False
186,Men are taken more seriously,Not selected,False
187,Men are taken more seriously,Not selected,False
192,Men are taken more seriously,Men are taken more seriously,True
193,Men are taken more seriously,Not selected,False
197,Men are taken more seriously,Not selected,False
198,Men are taken more seriously,Men are taken more seriously,True
200,Men are taken more seriously,Not selected,False
203,Men are taken more seriously,Not selected,False
204,Men are taken more seriously,Not selected,False
206,Men are taken more seriously,Not selected,False
207,Men are taken more seriously,Not selected,False
208,Men are taken more seriously,Men are taken more seriously,True
212,Men are taken more seriously,Not selected,False
213,Men are taken more seriously,Not selected,False
214,Men are taken more seriously,Not selected,False
217,Men are taken more seriously,Not selected,False
219,Men are taken more seriously,Men are taken more seriously,True
220,Men are taken more seriously,Not selected,False
221,Men are taken more seriously,Men are taken more seriously,True
222,Men are taken more seriously,Not selected,False
225,Men are taken more seriously,Not selected,False
226,Men are taken more seriously,Not selected,False
227,Men are taken more seriously,Not selected,False
228,Men are taken more seriously,Not selected,False
229,Men are taken more seriously,Men are taken more seriously,True
231,Men are taken more seriously,Not selected,False
233,Men are taken more seriously,Men are taken more seriously,True
234,Men are taken more seriously,Men are taken more seriously,True
236,Men are taken more seriously,Not selected,False
237,Men are taken more seriously,Not selected,False
238,Men are taken more seriously,Not selected,False
240,Men are taken more seriously,Not selected,False
241,Men are taken more seriously,Not selected,False
243,Men are taken more seriously,Men are taken more seriously,True
244,Men are taken more seriously,Not selected,False
247,Men are taken more seriously,Not selected,False
251,Men are taken more seriously,Not selected,False
252,Men are taken more seriously,Not selected,False
253,Men are taken more seriously,Not selected,False
254,Men are taken more seriously,Not selected,False
257,Men are taken more seriously,Not selected,False
258,Men are taken more seriously,Not selected,False
261,Men are taken more seriously,Not selected,False
263,Men are taken more seriously,Not selected,False
264,Men are taken more seriously,Not selected,False
265,Men are taken more seriously,Not selected,False
266,Men are taken more seriously,Not selected,False
268,Men are taken more seriously,Not selected,False
271,Men are taken more seriously,Not selected,False
272,Men are taken more seriously,Not selected,False
273,Men are taken more seriously,Not selected,False
274,Men are taken more seriously,Not selected,False
276,Men are taken more seriously,Not selected,False
279,Men are taken more seriously,Not selected,False
280,Men are taken more seriously,Men are taken more seriously,True
282,Men are taken more seriously,Not selected,False
283,Men are taken more seriously,Not selected,False
284,Men are taken more seriously,Not selected,False
287,Men are taken more seriously,Not selected,False
288,Men are taken more seriously,Not selected,False
289,Men are taken more seriously,Men are taken more seriously,True
291,Men are taken more seriously,Not selected,False
292,Men are taken more seriously,Not selected,False
293,Men are taken more seriously,Not selected,False
294,Men are taken more seriously,Not selected,False
295,Men are taken more seriously,Not selected,False
298,Men are taken more seriously,Not selected,False
301,Men are taken more seriously,Not selected,False
302,Men are taken more seriously,Not selected,False
305,Men are taken more seriously,Men are taken more seriously,True
306,Men are taken more seriously,Men are taken more seriously,True
307,Men are taken more seriously,Not selected,False
308,Men are taken more seriously,Not selected,False
311,Men are taken more seriously,Not selected,False
316,Men are taken more seriously,Not selected,False
319,Men are taken more seriously,Men are taken more seriously,True
320,Men are taken more seriously,Not selected,False
323,Men are taken more seriously,Not selected,False
324,Men are taken more seriously,Not selected,False
325,Men are taken more seriously,Not selected,False
331,Men are taken more seriously,Men are taken more seriously,True
336,Men are taken more seriously,Not selected,False
338,Men are taken more seriously,Men are taken more seriously,True
340,Men are taken more seriously,Not selected,False
342,Men are taken more seriously,Men are taken more seriously,True
345,Men are taken more seriously,Not selected,False
346,Men are taken more seriously,Not selected,False
348,Men are taken more seriously,Men are taken more seriously,True
349,Men are taken more seriously,Not selected,False
352,Men are taken more seriously,Not selected,False
356,Men are taken more seriously,Men are taken more seriously,True
357,Men are taken more seriously,Men are taken more seriously,True
358,Men are taken more seriously,Not selected,False
361,Men are taken more seriously,Not selected,False
362,Men are taken more seriously,Not selected,False
363,Men are taken more seriously,Not selected,False
364,Men are taken more seriously,Men are taken more seriously,True
366,Men are taken more seriously,Not selected,False
367,Men are taken more seriously,Men are taken more seriously,True
368,Men are taken more seriously,Not selected,False
370,Men are taken more seriously,Not selected,False
372,Men are taken more seriously,Not selected,False
376,Men are taken more seriously,Not selected,False
377,Men are taken more seriously,Not selected,False
380,Men are taken more seriously,Men are taken more seriously,True
385,Men are taken more seriously,Not selected,False
388,Men are taken more seriously,Not selected,False
389,Men are taken more seriously,Not selected,False
390,Men are taken more seriously,Not selected,False
391,Men are taken more seriously,Men are taken more seriously,True
393,Men are taken more seriously,Men are taken more seriously,True
394,Men are taken more seriously,Not selected,False
395,Men are taken more seriously,Men are taken more seriously,True
399,Men are taken more seriously,Not selected,False
401,Men are taken more seriously,Not selected,False
404,Men are taken more seriously,Not selected,False
405,Men are taken more seriously,Not selected,False
406,Men are taken more seriously,Not selected,False
408,Men are taken more seriously,Not selected,False
413,Men are taken more seriously,Men are taken more seriously,True
414,Men are taken more seriously,Not selected,False
415,Men are taken more seriously,Not selected,False
421,Men are taken more seriously,Not selected,False
422,Men are taken more seriously,Not selected,False
425,Men are taken more seriously,Men are taken more seriously,True
429,Men are taken more seriously,Not selected,False
431,Men are taken more seriously,Not selected,False
432,Men are taken more seriously,Men are taken more seriously,True
436,Men are taken more seriously,Not selected,False
440,Men are taken more seriously,Not selected,False
441,Men are taken more seriously,Men are taken more seriously,True
444,Men are taken more seriously,Not selected,False
445,Men are taken more seriously,Not selected,False
447,Men are taken more seriously,Not selected,False
448,Men are taken more seriously,Men are taken more seriously,True
449,Men are taken more seriously,Men are taken more seriously,True
451,Men are taken more seriously,Not selected,False
452,Men are taken more seriously,Men are taken more seriously,True
453,Men are taken more seriously,Men are taken more seriously,True
459,Men are taken more seriously,Not selected,False
461,Men are taken more seriously,Not selected,False
462,Men are taken more seriously,Men are taken more seriously,True
464,Men are taken more seriously,Not selected,False
465,Men are taken more seriously,Not selected,False
466,Men are taken more seriously,Not selected,False
470,Men are taken more seriously,Not selected,False
472,Men are taken more seriously,Not selected,False
473,Men are taken more seriously,Not selected,False
475,Men are taken more seriously,Not selected,False
479,Men are taken more seriously,Men are taken more seriously,True
480,Men are taken more seriously,Not selected,False
481,Men are taken more seriously,Men are taken more seriously,True
482,Men are taken more seriously,Not selected,False
486,Men are taken more seriously,Men are taken more seriously,True
488,Men are taken more seriously,Not selected,False
489,Men are taken more seriously,Not selected,False
493,Men are taken more seriously,Not selected,False
494,Men are taken more seriously,Not selected,False
497,Men are taken more seriously,Not selected,False
499,Men are taken more seriously,Not selected,False
500,Men are taken more seriously,Not selected,False
501,Men are taken more seriously,Men are taken more seriously,True
502,Men are taken more seriously,Not selected,False
505,Men are taken more seriously,Not selected,False
511,Men are taken more seriously,Not selected,False
515,Men are taken more seriously,Not selected,False
516,Men are taken more seriously,Men are taken more seriously,True
517,Men are taken more seriously,Men are taken more seriously,True
519,Men are taken more seriously,Not selected,False
521,Men are taken more seriously,Men are taken more seriously,True
524,Men are taken more seriously,Men are taken more seriously,True
526,Men are taken more seriously,Not selected,False
530,Men are taken more seriously,Men are taken more seriously,True
531,Men are taken more seriously,Not selected,False
532,Men are taken more seriously,Not selected,False
533,Men are taken more seriously,Not selected,False
534,Men are taken more seriously,Not selected,False
537,Men are taken more seriously,Not selected,False
538,Men are taken more seriously,Not selected,False
542,Men are taken more seriously,Not selected,False
545,Men are taken more seriously,Men are taken more seriously,True
548,Men are taken more seriously,Not selected,False
550,Men are taken more seriously,Not selected,False
551,Men are taken more seriously,Men are taken more seriously,True
555,Men are taken more seriously,Not selected,False
557,Men are taken more seriously,Not selected,False
562,Men are taken more seriously,Not selected,False
563,Men are taken more seriously,Not selected,False
564,Men are taken more seriously,Not selected,False
565,Men are taken more seriously,Not selected,False
566,Men are taken more seriously,Not selected,False
568,Men are taken more seriously,Not selected,False
571,Men are taken more seriously,Not selected,False
572,Men are taken more seriously,Not selected,False
573,Men are taken more seriously,Not selected,False
574,Men are taken more seriously,Not selected,False
575,Men are taken more seriously,Men are taken more seriously,True
576,Men are taken more seriously,Not selected,False
583,Men are taken more seriously,Not selected,False
585,Men are taken more seriously,Not selected,False
586,Men are taken more seriously,Not selected,False
587,Men are taken more seriously,Not selected,False
592,Men are taken more seriously,Not selected,False
598,Men are taken more seriously,Not selected,False
600,Men are taken more seriously,Men are taken more seriously,True
601,Men are taken more seriously,Men are taken more seriously,True
603,Men are taken more seriously,Men are taken more seriously,True
605,Men are taken more seriously,Not selected,False
613,Men are taken more seriously,Men are taken more seriously,True
614,Men are taken more seriously,Not selected,False
616,Men are taken more seriously,Not selected,False
619,Men are taken more seriously,Not selected,False
624,Men are taken more seriously,Not selected,False
632,Men are taken more seriously,Men are taken more seriously,True
633,Men are taken more seriously,Not selected,False
634,Men are taken more seriously,Men are taken more seriously,True
637,Men are taken more seriously,Not selected,False
638,Men are taken more seriously,Men are taken more seriously,True
643,Men are taken more seriously,Not selected,False
644,Men are taken more seriously,Not selected,False
646,Men are taken more seriously,Men are taken more seriously,True
647,Men are taken more seriously,Men are taken more seriously,True
649,Men are taken more seriously,Not selected,False
651,Men are taken more seriously,Not selected,False
653,Men are taken more seriously,Not selected,False
657,Men are taken more seriously,Men are taken more seriously,True
658,Men are taken more seriously,Not selected,False
661,Men are taken more seriously,Not selected,False
662,Men are taken more seriously,Not selected,False
663,Men are taken more seriously,Not selected,False
666,Men are taken more seriously,Not selected,False
667,Men are taken more seriously,Not selected,False
670,Men are taken more seriously,Not selected,False
674,Men are taken more seriously,Men are taken more seriously,True
675,Men are taken more seriously,Not selected,False
676,Men are taken more seriously,Not selected,False
677,Men are taken more seriously,Not selected,False
678,Men are taken more seriously,Not selected,False
679,Men are taken more seriously,Not selected,False
680,Men are taken more seriously,Not selected,False
682,Men are taken more seriously,Not selected,False
683,Men are taken more seriously,Not selected,False
684,Men are taken more seriously,Not selected,False
686,Men are taken more seriously,Not selected,False
691,Men are taken more seriously,Not selected,False
693,Men are taken more seriously,Not selected,False
698,Men are taken more seriously,Not selected,False
702,Men are taken more seriously,Not selected,False
705,Men are taken more seriously,Not selected,False
706,Men are taken more seriously,Men are taken more seriously,True
713,Men are taken more seriously,Not selected,False
714,Men are taken more seriously,Not selected,False
715,Men are taken more seriously,Not selected,False
716,Men are taken more seriously,Not selected,False
718,Men are taken more seriously,Not selected,False
721,Men are taken more seriously,Not selected,False
723,Men are taken more seriously,Not selected,False
724,Men are taken more seriously,Not selected,False
726,Men are taken more seriously,Men are taken more seriously,True
730,Men are taken more seriously,Men are taken more seriously,True
731,Men are taken more seriously,Not selected,False
732,Men are taken more seriously,Not selected,False
735,Men are taken more seriously,Men are taken more seriously,True
737,Men are taken more seriously,Men are taken more seriously,True
738,Men are taken more seriously,Not selected,False
742,Men are taken more seriously,Not selected,False
744,Men are taken more seriously,Not selected,False
745,Men are taken more seriously,Not selected,False
746,Men are taken more seriously,Men are taken more seriously,True
750,Men are taken more seriously,Not selected,False
751,Men are taken more seriously,Men are taken more seriously,True
752,Men are taken more seriously,Not selected,False
754,Men are taken more seriously,Not selected,False
755,Men are taken more seriously,Not selected,False
759,Men are taken more seriously,Men are taken more seriously,True
762,Men are taken more seriously,Men are taken more seriously,True
763,Men are taken more seriously,Not selected,False
764,Men are taken more seriously,Not selected,False
768,Men are taken more seriously,Not selected,False
769,Men are taken more seriously,Not selected,False
770,Men are taken more seriously,Not selected,False
771,Men are taken more seriously,Not selected,False
772,Men are taken more seriously,Not selected,False
773,Men are taken more seriously,Men are taken more seriously,True
774,Men are taken more seriously,Not selected,False
777,Men are taken more seriously,Not selected,False
779,Men are taken more seriously,Not selected,False
781,Men are taken more seriously,Not selected,False
786,Men are taken more seriously,Men are taken more seriously,True
788,Men are taken more seriously,Men are taken more seriously,True
793,Men are taken more seriously,Not selected,False
795,Men are taken more seriously,Not selected,False
796,Men are taken more seriously,Not selected,False
797,Men are taken more seriously,Not selected,False
798,Men are taken more seriously,Not selected,False
801,Men are taken more seriously,Not selected,False
802,Men are taken more seriously,Men are taken more seriously,True
805,Men are taken more seriously,Men are taken more seriously,True
808,Men are taken more seriously,Not selected,False
811,Men are taken more seriously,Not selected,False
812,Men are taken more seriously,Not selected,False
814,Men are taken more seriously,Men are taken more seriously,True
816,Men are taken more seriously,Not selected,False
818,Men are taken more seriously,Not selected,False
821,Men are taken more seriously,Not selected,False
824,Men are taken more seriously,Not selected,False
825,Men are taken more seriously,Not selected,False
826,Men are taken more seriously,Not selected,False
835,Men are taken more seriously,Men are taken more seriously,True
837,Men are taken more seriously,Not selected,False
838,Men are taken more seriously,Not selected,False
839,Men are taken more seriously,Not selected,False
842,Men are taken more seriously,Not selected,False
847,Men are taken more seriously,Not selected,False
852,Men are taken more seriously,Not selected,False
853,Men are taken more seriously,Not selected,False
857,Men are taken more seriously,Not selected,False
858,Men are taken more seriously,Not selected,False
860,Men are taken more seriously,Not selected,False
862,Men are taken more seriously,Not selected,False
863,Men are taken more seriously,Not selected,False
866,Men are taken more seriously,Not selected,False
867,Men are taken more seriously,Not selected,False
868,Men are taken more seriously,Not selected,False
869,Men are taken more seriously,Not selected,False
873,Men are taken more seriously,Not selected,False
879,Men are taken more seriously,Not selected,False
880,Men are taken more seriously,Men are taken more seriously,True
881,Men are taken more seriously,Not selected,False
887,Men are taken more seriously,Not selected,False
891,Men are taken more seriously,Not selected,False
896,Men are taken more seriously,Men are taken more seriously,True
899,Men are taken more seriously,Not selected,False
903,Men are taken more seriously,Men are taken more seriously,True
904,Men are taken more seriously,Not selected,False
908,Men are taken more seriously,Not selected,False
909,Men are taken more seriously,Men are taken more seriously,True
910,Men are taken more seriously,Not selected,False
913,Men are taken more seriously,Not selected,False
914,Men are taken more seriously,Not selected,False
915,Men are taken more seriously,Men are taken more seriously,True
917,Men are taken more seriously,Men are taken more seriously,True
918,Men are taken more seriously,Not selected,False
920,Men are taken more seriously,Men are taken more seriously,True
921,Men are taken more seriously,Men are taken more seriously,True
922,Men are taken more seriously,Not selected,False
923,Men are taken more seriously,Men are taken more seriously,True
924,Men are taken more seriously,Not selected,False
926,Men are taken more seriously,Not selected,False
929,Men are taken more seriously,Not selected,False
931,Men are taken more seriously,Not selected,False
933,Men are taken more seriously,Not selected,False
937,Men are taken more seriously,Not selected,False
938,Men are taken more seriously,Not selected,False
939,Men are taken more seriously,Not selected,False
940,Men are taken more seriously,Not selected,False
942,Men are taken more seriously,Not selected,False
945,Men are taken more seriously,Men are taken more seriously,True
946,Men are taken more seriously,Men are taken more seriously,True
949,Men are taken more seriously,Not selected,False
951,Men are taken more seriously,Not selected,False
952,Men are taken more seriously,Men are taken more seriously,True
954,Men are taken more seriously,Not selected,False
959,Men are taken more seriously,Not selected,False
960,Men are taken more seriously,Not selected,False
961,Men are taken more seriously,Not selected,False
963,Men are taken more seriously,Not selected,False
966,Men are taken more seriously,Not selected,False
967,Men are taken more seriously,Not selected,False
968,Men are taken more seriously,Not selected,False
971,Men are taken more seriously,Not selected,False
974,Men are taken more seriously,Not selected,False
977,Men are taken more seriously,Not selected,False
978,Men are taken more seriously,Men are taken more seriously,True
980,Men are taken more seriously,Not selected,False
984,Men are taken more seriously,Not selected,False
985,Men are taken more seriously,Not selected,False
986,Men are taken more seriously,Not selected,False
987,Men are taken more seriously,Men are taken more seriously,True
988,Men are taken more seriously,Not selected,False
989,Men are taken more seriously,Not selected,False
993,Men are taken more seriously,Not selected,False
995,Men are taken more seriously,Not selected,False
996,Men are taken more seriously,Not selected,False
999,Men are taken more seriously,Not selected,False
1000,Men are taken more seriously,Not selected,False
1001,Men are taken more seriously,Not selected,False
1003,Men are taken more seriously,Not selected,False
1004,Men are taken more seriously,Not selected,False
1006,Men are taken more seriously,Men are taken more seriously,True
1008,Men are taken more seriously,Not selected,False
1010,Men are taken more seriously,Not selected,False
1011,Men are taken more seriously,Not selected,False
1012,Men are taken more seriously,Not selected,False
1013,Men are taken more seriously,Not selected,False
1015,Men are taken more seriously,Men are taken more seriously,True
1017,Men are taken more seriously,Men are taken more seriously,True
1022,Men are taken more seriously,Not selected,False
1025,Men are taken more seriously,Not selected,False
1026,Men are taken more seriously,Not selected,False
1029,Men are taken more seriously,Not selected,False
1030,Men are taken more seriously,Men are taken more seriously,True
1033,Men are taken more seriously,Not selected,False
1034,Men are taken more seriously,Not selected,False
1035,Men are taken more seriously,Not selected,False
1047,Men are taken more seriously,Not selected,False
1051,Men are taken more seriously,Not selected,False
1052,Men are taken more seriously,Not selected,False
1053,Men are taken more seriously,Not selected,False
1055,Men are taken more seriously,Men are taken more seriously,True
1058,Men are taken more seriously,Not selected,False
1060,Men are taken more seriously,Men are taken more seriously,True
1064,Men are taken more seriously,Not selected,False
1065,Men are taken more seriously,Not selected,False
1066,Men are taken more seriously,Men are taken more seriously,True
1067,Men are taken more seriously,Not selected,False
1068,Men are taken more seriously,Not selected,False
1070,Men are taken more seriously,Not selected,False
1072,Men are taken more seriously,Not selected,False
1073,Men are taken more seriously,Not selected,False
1075,Men are taken more seriously,Men are taken more seriously,True
1077,Men are taken more seriously,Not selected,False
1078,Men are taken more seriously,Men are taken more seriously,True
1080,Men are taken more seriously,Not selected,False
1083,Men are taken more seriously,Not selected,False
1084,Men are taken more seriously,Not selected,False
1086,Men are taken more seriously,Not selected,False
1088,Men are taken more seriously,Not selected,False
1089,Men are taken more seriously,Men are taken more seriously,True
1092,Men are taken more seriously,Men are taken more seriously,True
1096,Men are taken more seriously,Men are taken more seriously,True
1098,Men are taken more seriously,Men are taken more seriously,True
1099,Men are taken more seriously,Not selected,False
1103,Men are taken more seriously,Not selected,False
1104,Men are taken more seriously,Not selected,False
1105,Men are taken more seriously,Not selected,False
1106,Men are taken more seriously,Not selected,False
1107,Men are taken more seriously,Not selected,False
1108,Men are taken more seriously,Not selected,False
1109,Men are taken more seriously,Not selected,False
1111,Men are taken more seriously,Not selected,False
1112,Men are taken more seriously,Not selected,False
1115,Men are taken more seriously,Not selected,False
1116,Men are taken more seriously,Men are taken more seriously,True
1120,Men are taken more seriously,Not selected,False
1121,Men are taken more seriously,Not selected,False
1123,Men are taken more seriously,Not selected,False
1124,Men are taken more seriously,Not selected,False
1127,Men are taken more seriously,Not selected,False
1129,Men are taken more seriously,Not selected,False
1131,Men are taken more seriously,Not selected,False
1133,Men are taken more seriously,Not selected,False
1134,Men are taken more seriously,Not selected,False
1137,Men are taken more seriously,Men are taken more seriously,True
1138,Men are taken more seriously,Not selected,False
1141,Men are taken more seriously,Men are taken more seriously,True
1143,Men are taken more seriously,Men are taken more seriously,True
1145,Men are taken more seriously,Men are taken more seriously,True
1146,Men are taken more seriously,Men are taken more seriously,True
1150,Men are taken more seriously,Not selected,False
1151,Men are taken more seriously,Not selected,False
1153,Men are taken more seriously,Men are taken more seriously,True
1155,Men are taken more seriously,Not selected,False
1156,Men are taken more seriously,Not selected,False
1157,Men are taken more seriously,Men are taken more seriously,True
1158,Men are taken more seriously,Not selected,False
1161,Men are taken more seriously,Not selected,False
1162,Men are taken more seriously,Men are taken more seriously,True
1163,Men are taken more seriously,Men are taken more seriously,True
1164,Men are taken more seriously,Not selected,False
1166,Men are taken more seriously,Not selected,False
1171,Men are taken more seriously,Not selected,False
1173,Men are taken more seriously,Men are taken more seriously,True
1174,Men are taken more seriously,Not selected,False
1180,Men are taken more seriously,Men are taken more seriously,True
1182,Men are taken more seriously,Not selected,False
1183,Men are taken more seriously,Not selected,False
1184,Men are taken more seriously,Men are taken more seriously,True
1185,Men are taken more seriously,Not selected,False
1187,Men are taken more seriously,Men are taken more seriously,True
1189,Men are taken more seriously,Not selected,False
1190,Men are taken more seriously,Not selected,False
1191,Men are taken more seriously,Men are taken more seriously,True
1192,Men are taken more seriously,Men are taken more seriously,True
1195,Men are taken more seriously,Not selected,False
1196,Men are taken more seriously,Not selected,False
1197,Men are taken more seriously,Not selected,False
1198,Men are taken more seriously,Not selected,False
1199,Men are taken more seriously,Men are taken more seriously,True
1200,Men are taken more seriously,Not selected,False
1201,Men are taken more seriously,Men are taken more seriously,True
1202,Men are taken more seriously,Not selected,False
1203,Men are taken more seriously,Not selected,False
1204,Men are taken more seriously,Not selected,False
1208,Men are taken more seriously,Not selected,False
1209,Men are taken more seriously,Not selected,False
1211,Men are taken more seriously,Not selected,False
1212,Men are taken more seriously,Not selected,False
1215,Men are taken more seriously,Not selected,False
1217,Men are taken more seriously,Men are taken more seriously,True
1218,Men are taken more seriously,Men are taken more seriously,True
1219,Men are taken more seriously,Not selected,False
1222,Men are taken more seriously,Not selected,False
1223,Men are taken more seriously,Not selected,False
1224,Men are taken more seriously,Men are taken more seriously,True
1225,Men are taken more seriously,Men are taken more seriously,True
1228,Men are taken more seriously,Men are taken more seriously,True
1230,Men are taken more seriously,Not selected,False
1231,Men are taken more seriously,Not selected,False
1232,Men are taken more seriously,Men are taken more seriously,True
1234,Men are taken more seriously,Not selected,False
1235,Men are taken more seriously,Not selected,False
1237,Men are taken more seriously,Not selected,False
1238,Men are taken more seriously,Not selected,False
1239,Men are taken more seriously,Not selected,False
1240,Men are taken more seriously,Not selected,False
1241,Men are taken more seriously,Not selected,False
1243,Men are taken more seriously,Men are taken more seriously,True
1244,Men are taken more seriously,Not selected,False
1245,Men are taken more seriously,Not selected,False
1246,Men are taken more seriously,Not selected,False
1247,Men are taken more seriously,Not selected,False
1249,Men are taken more seriously,Not selected,False
1250,Men are taken more seriously,Men are taken more seriously,True
1251,Men are taken more seriously,Not selected,False
1252,Men are taken more seriously,Not selected,False
1253,Men are taken more seriously,Not selected,False
1254,Men are taken more seriously,Men are taken more seriously,True
1255,Men are taken more seriously,Not selected,False
1256,Men are taken more seriously,Men are taken more seriously,True
1257,Men are taken more seriously,Not selected,False
1258,Men are taken more seriously,Not selected,False
1260,Men are taken more seriously,Men are taken more seriously,True
1261,Men are taken more seriously,Not selected,False
1262,Men are taken more seriously,Not selected,False
1263,Men are taken more seriously,Men are taken more seriously,True
1264,Men are taken more seriously,Not selected,False
1265,Men are taken more seriously,Not selected,False
1266,Men are taken more seriously,Not selected,False
1268,Men are taken more seriously,Not selected,False
1269,Men are taken more seriously,Not selected,False
1270,Men are taken more seriously,Men are taken more seriously,True
1271,Men are taken more seriously,Not selected,False
1272,Men are taken more seriously,Not selected,False
1273,Men are taken more seriously,Not selected,False
1274,Men are taken more seriously,Not selected,False
1275,Men are taken more seriously,Men are taken more seriously,True
1276,Men are taken more seriously,Not selected,False
1277,Men are taken more seriously,Not selected,False
1278,Men are taken more seriously,Not selected,False
1279,Men are taken more seriously,Not selected,False
1280,Men are taken more seriously,Not selected,False
1282,Men are taken more seriously,Men are taken more seriously,True
1283,Men are taken more seriously,Men are taken more seriously,True
1284,Men are taken more seriously,Not selected,False
1285,Men are taken more seriously,Men are taken more seriously,True
1287,Men are taken more seriously,Not selected,False
1288,Men are taken more seriously,Not selected,False
1289,Men are taken more seriously,Not selected,False
1290,Men are taken more seriously,Men are taken more seriously,True
1291,Men are taken more seriously,Not selected,False
1293,Men are taken more seriously,Not selected,False
1294,Men are taken more seriously,Not selected,False
1295,Men are taken more seriously,Not selected,False
1297,Men are taken more seriously,Not selected,False
1299,Men are taken more seriously,Men are taken more seriously,True
1300,Men are taken more seriously,Not selected,False
1301,Men are taken more seriously,Not selected,False
1302,Men are taken more seriously,Not selected,False
1304,Men are taken more seriously,Men are taken more seriously,True
1305,Men are taken more seriously,Not selected,False
1306,Men are taken more seriously,Not selected,False
1307,Men are taken more seriously,Not selected,False
1308,Men are taken more seriously,Not selected,False
1309,Men are taken more seriously,Not selected,False
1310,Men are taken more seriously,Men are taken more seriously,True
1312,Men are taken more seriously,Not selected,False
1314,Men are taken more seriously,Men are taken more seriously,True
1315,Men are taken more seriously,Not selected,False
1316,Men are taken more seriously,Not selected,False
1317,Men are taken more seriously,Not selected,False
1318,Men are taken more seriously,Not selected,False
1319,Men are taken more seriously,Not selected,False
1320,Men are taken more seriously,Men are taken more seriously,True
1321,Men are taken more seriously,Not selected,False
